,time,rate
org.example.banca.ContoBancarioTest.testGetId,0.001,0.07352941176470588
org.example.banca.ContoBancarioTest.testGetSaldo,0.0,0.07352941176470588
org.example.banca.ContoBancarioTest.testPrelievo_InsufficienteSaldo,0.001,0.10294117647058823
org.example.banca.ContoBancarioTest.testPrelievo_SufficienteSaldo,0.0,0.11764705882352941
org.example.banca.ContoBancarioTest.testSetId,0.0,0.10294117647058823
org.example.banca.ContoBancarioTest.testSetSaldo,0.001,0.10294117647058823
org.example.banca.ContoBancarioTest.testSetSaldo2,0.0,0.10294117647058823
org.example.banca.ContoBancarioTest.testVersamento,0.0,0.10294117647058823
org.example.utente.UtenteTest.testGetAddress,0.0,0.11764705882352941
org.example.utente.UtenteTest.testGetContoBancario,0.433,0.11764705882352941
org.example.utente.UtenteTest.testGetName,0.001,0.11764705882352941
org.example.utente.UtenteTest.testGetSurname,0.001,0.11764705882352941
org.example.utente.UtenteTest.testGetTelephone,0.001,0.11764705882352941
org.example.utente.UtenteTest.testSetContoBancario,0.001,0.14705882352941177
org.example.utente.UtenteTest.testSetName,0.0,0.14705882352941177
org.example.utente.UtenteTest.testSetSurname,0.0,0.14705882352941177
org.example.utente.personale.AmministratoreTest.testGetDepartment,0.006,0.08823529411764706
org.example.utente.personale.AmministratoreTest.testGetName,0.001,0.08823529411764706
org.example.utente.personale.AmministratoreTest.testGetSurname,0.0,0.08823529411764706
org.example.utente.personale.AmministratoreTest.testSetDepartment,0.0,0.11764705882352941
org.example.utente.personale.AmministratoreTest.testSetName,0.001,0.11764705882352941
org.example.utente.personale.AmministratoreTest.testSetSurname,0.0,0.11764705882352941
org.example.utente.personale.TecnicoTest.testGetCode,0.0,0.10294117647058823
org.example.utente.personale.TecnicoTest.testGetName,0.0,0.10294117647058823
org.example.utente.personale.TecnicoTest.testGetProfession,0.0,0.10294117647058823
org.example.utente.personale.TecnicoTest.testGetSurname,0.0,0.10294117647058823
org.example.utente.personale.TecnicoTest.testSetCode,0.0,0.1323529411764706
org.example.utente.personale.TecnicoTest.testSetName,0.0,0.1323529411764706
org.example.utente.personale.TecnicoTest.testSetProfession,0.0,0.1323529411764706
org.example.utente.personale.TecnicoTest.testSetSurname,0.0,0.1323529411764706
